,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
1117,1117,Coconut finger,274.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,1118,Pineapple cake ,195.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,1119,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),424.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,1120,Chocolate chip cookies,425.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,1121,Sweet plain biscuit,380.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,1122,Chocolate biscuit,379.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,1123,Coconut biscuit (Nariyal ke biscuit),434.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,1124,Sweet and salty biscuit (Meethay aur namkeen biscuit),407.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,1125,Peanut biscuit,401.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,1126,Pin wheel biscuit,404.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,1127,Saffron biscuit (Kesar biscuit),458.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,1128,Masala biscuit,393.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,1129,Ice box cookies,374.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,1130,Ginger bread man,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,1131,Danish cookies,475.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,1132,Short bread cookies,443.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,1133,Coffee biscuit,416.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,1134,Melting moments,437.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,1135,Ginger biscuit (Adarak ke biscuit),417.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,1136,Soyabean muthias,839.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,1137,Soyabean tikki,698.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,1138,Soyabean namak paras,838.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,1139,Peanut burfi (Moongfali ki burfi),550.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,1140,Spinach peanut namak paras (Palak moongfali namak paras),740.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,1141,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),758.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,1142,Rice moong dal cheela (Chawal aur moong dal ka cheela),798.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,1143,Split bengal gram sweet rice (Channa dal sweet rice),190.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,1144,Sweet poori (Meethi poori),782.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,1145,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),441.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,1146,Spinach burfi (Palak burfi),121.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,1147,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),366.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,1148,Sprouted moong daliya ,111.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,1149,Sprouted moong poha ,192.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,1150,Pearl millet ladoo (Bajra ladoo),319.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,1151,Paushtik ladoo,485.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,1152,Paushtik roti,149.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,1153,Semolina carrot vada (Suji gajar vada),699.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,1154,Dhokla,216.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,1155,Kashmiri tea (Kehwa),24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,1156,Steeped hot coffee,15.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,1157,Hot chocolate,90.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,1158,Cold coffee (with cream),82.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,1159,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),76.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,1160,Flavoured milkshake,66.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,1161,Jal jeera,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,1162,Gingo,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,1163,Mintade,40.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,1164,Canjee,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,1165,Cauliflower canjee (Phoolgobhi ki canjee),6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,1166,Potato canjee (Aloo canjee),16.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,1167,Vermicelli porridge (Semiya/Seviyan porridge),78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,1168,Semolina upma (Suji/Rava upma),147.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,1169,Vermicelli upma (Semiya/Seviyan upma),149.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,1170,Rice upma,151.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,1171,Bread upma,129.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,1172,Vegetable upma,146.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,1173,Poha,294.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,1174,Vegetable poha,180.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,1175,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),154.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,1176,Paneer stuffed cheela/chilla,205.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,1177,Indian style egg bhujia (Anda bhujia (Indian style)),102.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,1178,French omelette/omlet,211.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,1179,Puffy omelette/omlet,188.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,1180,Orange omelette/omlet,194.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,1181,Cheese and mushroom omelette/omlet,205.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,1182,Spanish omelette/omlet,157.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,1183,Mixed stock,25.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,1184,Meat stock,24.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,1185,White stock,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,1186,Meat consomme (with mutton),29.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,1187,Consomme au julienne,27.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,1188,Consomme au vermicelli,29.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,1189,Green pea soup (Matar ka soup),39.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,1190,Spinach soup (Palak ka soup),32.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,1191,Mixed vegetable soup,35.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,1192,Cheese soup,41.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,1193,Mulligatawny soup,54.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1194,Cream of carrot soup,59.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,1195,Cream of broccoli soup,56.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,1196,Cream of potato soup,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,1197,Almond soup (Badam ka soup),78.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,1198,Cold cucumber cream soup ,11.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,1199,Cold tomato soup,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,1200,Chicken stew,127.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,1201,Veg paneer stew,145.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,1202,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),191.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,1203,Methi parantha/paratha,148.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,1204,Bathua poori,598.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,1205,Gram flour poori (Besan poori),697.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,1206,Beetroot poori (Chukandar ki poori),527.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,1207,Peas poori (Matar ki poori),592.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,1208,Peas kachori (Matar kachori),584.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,1209,Pizza,146.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,1210,Bacon and mushroom pancake,157.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,1211,Cheese and tomato pancake,147.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,1212,Minced meat pancake (with chicken),116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,1213,Eggplant/Brinjal rice (Vangi bhat),184.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,1214,Kashmiri 'tahar',98.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,1215,Cumin pulao (Jeera/Zeera pulao),135.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,1216,Peas pulao (Matar pulao),108.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,1217,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),116.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,1218,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),125.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,1219,Mutton pulao,130.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,1220,Chicken pulao,108.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,1221,Mexican rice,120.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,1222,Plain khitchdi (Plain khichri/khichdi),57.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,1223,Instant idli (with semolina),247.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,1224,Plain dosa,380.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,1225,Masala dosa mixed vegetable fillings,144.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,1226,Masala dosa paneer fillings,243.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,1227,Uttapam,255.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,1228,Appam,267.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,1229,Beans and macaroni,136.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,1230,Spaghetti bolognese,97.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,1231,Meat and macaroni casserole,161.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,1232,Spaghetti with meat balls and tomato sauce,158.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,1233,Spaghetti with paneer balls and tomato sauce,158.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,1234,Lasagne with meat sauce,63.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,1235,Lasagne with vegetables,49.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,1236,Home made egg noodles,240.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,1237,Sour lentils (Khatti dal),34.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,1238,Urad special dehusked,69.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,1239,Arhar with spinach (Arhar dal aur palak),52.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,1240,Moong dal with vadi,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,1241,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),26.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,1242,Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),24.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,1243,Green gram whole with baghar (Sabut moong dal with tadka),63.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,1244,Urad sabut special,79.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,1245,Kabuli channa curry,68.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,1246,Besan gatte curry,189.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1247,Dry masala chops,135.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,1248,Mutton korma,115.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,1249,Shahi keema kofta curry,418.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,1250,Minced meat ball curry,109.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,1251,Boti kebab,132.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,1252,Mutton seekh kebab,133.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,1253,Indian lamb and egg curry (Nargisi kofta),335.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,1254,Soya chunks sweet and sour (Nutrinugget sweet and sour),500.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,1255,Soya chunks korma (Nutrinugget korma),131.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,1256,Mushroom matar,70.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,1257,Soya chunks and peas (Nutrinugget matar),82.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,1258,Vegetable yakhni,406.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,1259,Spinach mushroom (Palak mushroom),47.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,1260,Vegetarian nargisi kofta curry,332.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,1261,Roast chicken,199.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,1262,Shahi chicken masala,163.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,1263,Tomato chicken,111.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,1264,Creamy chicken,152.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,1265,Broccoli chicken ala king,119.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,1266,Ginger chicken,129.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,1267,Chicken sweet and sour,445.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,1268,Chicken korma,147.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,1269,Bengal fish curry (Bengali machli curry),109.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,1270,Fish finger,542.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,1271,Fish in coconut milk (Nariyal ke doodh ke saath machli),86.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,1272,Prawn curry (with coconut) (Jhinga curry),109.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,1273,Baked stuffed fish,121.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,1274,Fish pie,120.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,1275,Crispy baked fish,138.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,1276,Fish souffle,139.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,1277,Potato curry (Aloo ki sabzi),89.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,1278,Egg curry (Anda curry),117.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,1279,Vegetable curry with coconut ,83.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,1280,Curd with potatoes (Dahi aloo),59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,1281,Potato kofta curry (Aloo kofta curry),455.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,1282,Yam kofta curry (Zimikand/Suran kofta curry),322.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,1283,Jackfruit kofta curry (Kathal ka kofta curry),321.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,1284,Spinach and potato (Palak aloo),57.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,1285,Mooli bhujia,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,1286,Bathua bhujia,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,1287,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),142.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,1288,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),124.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,1289,Dry arbi (Sookhi arbi),134.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,1290,Masala arbi,185.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,1291,Peas brinjal bhartha (Matar baingan bhartha),84.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,1292,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),110.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,1293,Crispy okra/Crispy lady's fingers (Karare bhindi),657.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,1294,Beans foogath,105.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,1295,Stuffed bittergourd (wet) (Bharwa karele),162.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,1296,Jackfruit/Kathal (dry),488.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,1297,Yam fried (Zimikand/Suran fried),491.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,1298,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",95.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,1299,Vegetable jalfrezi,68.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1300,Vegetables stir fry ,30.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,1301,Broccoli delight,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,1302,Dhansak (vegetarian),82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,1303,Cauliflower basket,90.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,1304,Stuffed bottle gourd (Stuffed ghiya/lauki),93.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,1305,Ducheese potato,140.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,1306,Roast potatoes ,87.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,1307,Stuffed baked potatoes ,100.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,1308,Potato nests,111.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,1309,Parsley potato,119.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,1310,Creamed spinach and mushroom,419.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,1311,Fricassee of Mushroom,106.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,1312,Cauliflower au gratin,145.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,1313,Vegetable and cheese pie,126.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,1314,Spinach souffle ,150.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,1315,Beetroot and egg salad (Chukandar aur ande ka salad),84.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,1316,Sour cream potato salad,121.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,1317,Tossed green salad,49.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,1318,Spring basket salad,160.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,1319,Cucumber and yogurt salad (Kheere aur dahi ka salad),36.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,1320,Chicken and tomato towers,100.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,1321,Jellied sunshine fruit salad,48.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,1322,Tomato aspic,50.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,1323,Frozen frosty fruit salad (Phalon ka salaad),103.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,1324,French dressing,733.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,1325,Mayonnaise without eggs,329.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,1326,Curd dressing ,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,1327,Carrot raita (Gajar ka raita),64.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,1328,Pumpkin raita (Kaddu ka raita),55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,1329,Mint and peanut raita (Pudinay aur moongfali ka raita),112.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,1330,Spinach raita (Palak ka raita),52.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1331,Bathua raita,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,1332,Pineapple raita (Ananas ka raita),67.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,1333,Banana raita (Kele ka raita),89.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,1334,Mango raita (Aam ka raita),67.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,1335,Guava raita (Amarood ka raita),64.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1336,Grapes raita (Angoor ka raita),72.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,1337,Bottle gourd kheer (Ghiya/Lauki kheer),84.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,1338,Pumpkin kheer (Kaddu ki kheer),86.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,1339,Apple kheer (Seb ki kheer),81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,1340,Caramel custard (baked),122.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,1341,Vanilla ice cream without egg,228.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,1342,Vanilla ice cream with egg,214.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,1343,Strawberry ice cream,215.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1344,Chocochip ice cream,241.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1345,Choconut ice cream,273.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,1346,Pear chocholate sunday,183.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,1347,Chocolate sauce,263.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,1348,Coffee ice cream,150.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1349,Coffee pear alaska,203.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,1350,Crunchy butterscotch,277.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,1351,Peach melba ice cream,200.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,1352,Vanilla ice cream with apples in hot cherry sauce,196.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,1353,Grape and orange whip,57.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,1354,Honey banana cream,125.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,1355,Raspberry bavarian cream,150.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,1356,Fruit delight,107.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,1357,Creamy chocolate mousse,230.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
